survived,pclass,sex,age,sib_sp,parch,fare,embarked,has__cabin,deck,title,family_size,is_alone,sex_encoded,embarked__c,embarked__q,embarked__s,fare_log
0,3,male,39.0,0,0,24.15,S,0,Unknown,Mr,1,1,0,False,False,True,3.224857896545748
0,2,male,35.0,0,0,10.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.4423470353692043
0,3,female,6.0,4,2,31.275,S,0,Unknown,Miss,7,0,1,False,False,True,3.4742929367327062
0,3,male,30.5,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,1,male,40.0,0,0,0.0,S,1,B,Mr,1,1,0,False,False,True,0.0
0,3,female,23.0,0,0,7.925,S,0,Unknown,Miss,1,1,1,False,False,True,2.188856327665703
0,2,male,31.0,1,1,37.0042,C,0,Unknown,Mr,3,0,0,True,False,False,3.637696679934592
0,3,male,43.0,0,0,6.45,S,0,Unknown,Mr,1,1,0,False,False,True,2.0082140323914683
0,3,male,10.0,3,2,27.9,S,0,Unknown,Master,6,0,0,False,False,True,3.3638415951183864
1,1,female,52.0,1,1,65.6344,S,1,B,Mrs,3,0,1,False,False,True,4.19922096071412
1,3,male,27.0,0,0,8.6625,S,0,Unknown,Mr,1,1,0,False,False,True,2.2682524139135403
0,1,male,38.0,0,0,0.0,S,0,Unknown,Other,1,1,0,False,False,True,0.0
1,3,female,27.0,0,1,12.475,S,1,E,Mrs,2,0,1,False,False,True,2.600836116795061
0,3,male,2.0,4,1,39.6875,S,0,Unknown,Master,6,0,0,False,False,True,3.705920919968788
0,3,male,25.0,0,0,6.95,Q,0,Unknown,Mr,1,1,0,False,True,False,2.0731719286662407
0,3,male,25.0,0,0,56.4958,S,0,Unknown,Mr,1,1,0,False,False,True,4.05171190165724
1,2,male,1.0,0,2,37.0042,C,0,Unknown,Master,3,0,0,True,False,False,3.637696679934592
1,3,male,25.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
1,1,female,62.0,0,0,65.6344,S,1,B,Mrs,1,1,1,False,False,True,4.19922096071412
1,3,female,15.0,1,0,14.4542,C,0,Unknown,Mrs,2,0,1,True,False,False,2.737880811060884
1,2,male,0.83,1,1,18.75,S,0,Unknown,Master,3,0,0,False,False,True,2.9831534913471307
0,3,male,25.0,0,0,7.2292,C,0,Unknown,Mr,1,1,0,True,False,False,2.1076888046179385
0,3,male,23.0,0,0,7.8542,S,0,Unknown,Mr,1,1,0,False,False,True,2.180891922715322
0,3,male,18.0,0,0,8.3,S,0,Unknown,Mr,1,1,0,False,False,True,2.2300144001592104
1,1,female,39.0,1,1,65.6344,C,1,E,Miss,3,0,1,True,False,False,4.19922096071412
0,3,male,21.0,0,0,8.6625,S,0,Unknown,Mr,1,1,0,False,False,True,2.2682524139135403
0,3,male,25.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,3,male,32.0,0,0,56.4958,S,0,Unknown,Mr,1,1,0,False,False,True,4.05171190165724
1,1,male,40.0,0,0,29.7,C,1,C,Mr,1,1,0,True,False,False,3.4242626545931514
0,3,male,20.0,0,0,7.925,S,0,Unknown,Mr,1,1,0,False,False,True,2.188856327665703
0,2,male,16.0,0,0,10.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.4423470353692043
1,1,female,30.0,0,0,31.0,C,0,Unknown,Miss,1,1,1,True,False,False,3.4657359027997265
0,3,male,34.5,0,0,6.4375,C,0,Unknown,Mr,1,1,0,True,False,False,2.006534770871748
0,3,male,17.0,0,0,8.6625,S,0,Unknown,Mr,1,1,0,False,False,True,2.2682524139135403
0,3,male,42.0,0,0,7.55,S,0,Unknown,Mr,1,1,0,False,False,True,2.145931282948669
0,3,male,25.0,8,2,65.6344,S,0,Unknown,Mr,11,0,0,False,False,True,4.19922096071412
0,3,male,35.0,0,0,7.8958,C,0,Unknown,Mr,1,1,0,True,False,False,2.1855792552411137
0,2,male,28.0,0,1,33.0,S,0,Unknown,Other,2,0,0,False,False,True,3.5263605246161616
1,1,female,35.0,1,0,65.6344,C,1,C,Mrs,2,0,1,True,False,False,4.19922096071412
0,3,male,4.0,4,2,31.275,S,0,Unknown,Master,7,0,0,False,False,True,3.4742929367327062
0,3,male,74.0,0,0,7.775,S,0,Unknown,Mr,1,1,0,False,False,True,2.1719067693519296
0,3,female,9.0,1,1,15.2458,C,0,Unknown,Miss,3,0,1,True,False,False,2.7878344138303452
1,1,female,16.0,0,1,39.4,S,1,D,Miss,2,0,1,False,False,True,3.6988297849671046
0,2,female,44.0,1,0,26.0,S,0,Unknown,Mrs,2,0,1,False,False,True,3.295836866004329
1,3,female,18.0,0,1,9.35,S,0,Unknown,Mrs,2,0,1,False,False,True,2.336986519711378
1,1,female,45.0,1,1,65.6344,S,0,Unknown,Mrs,3,0,1,False,False,True,4.19922096071412
1,1,male,51.0,0,0,26.55,S,1,E,Mr,1,1,0,False,False,True,3.3160025355989236
1,3,female,24.0,0,3,19.2583,C,0,Unknown,Mrs,4,0,1,True,False,False,3.0085645861193133
0,3,male,25.0,0,0,7.2292,C,0,Unknown,Mr,1,1,0,True,False,False,2.1076888046179385
0,3,male,41.0,2,0,14.1083,S,0,Unknown,Mr,3,0,0,False,False,True,2.7152442616824506
0,2,male,21.0,1,0,11.5,S,0,Unknown,Mr,2,0,0,False,False,True,2.5257286443082556
1,1,female,48.0,0,0,25.9292,S,1,D,Mrs,1,1,1,False,False,True,3.2932111997353943
0,3,female,21.5,8,2,65.6344,S,0,Unknown,Miss,11,0,1,False,False,True,4.19922096071412
0,2,male,24.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
1,2,female,42.0,0,0,13.0,S,0,Unknown,Mrs,1,1,1,False,False,True,2.6390573296152584
1,2,female,27.0,1,0,13.8583,C,0,Unknown,Miss,2,0,1,True,False,False,2.698558631668595
0,1,male,31.0,0,0,50.4958,S,1,A,Mr,1,1,0,False,False,True,3.941500250945973
0,3,male,25.0,0,0,9.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.3513752571634776
1,3,male,4.0,1,1,11.1333,S,0,Unknown,Master,3,0,0,False,False,True,2.495953738718064
0,3,male,26.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,1,female,47.0,1,1,52.5542,S,1,D,Mrs,3,0,1,False,False,True,3.9806942251907276
0,1,male,33.0,0,0,5.0,S,1,B,Mr,1,1,0,False,False,True,1.791759469228055
0,3,male,47.0,0,0,9.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.302585092994046
1,2,female,28.0,1,0,24.0,C,0,Unknown,Mrs,2,0,1,True,False,False,3.2188758248682006
1,3,female,15.0,0,0,7.225,C,0,Unknown,Miss,1,1,1,True,False,False,2.1071782966514356
0,3,male,20.0,0,0,9.8458,S,0,Unknown,Mr,1,1,0,False,False,True,2.3837779082709782
0,3,male,19.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,1,female,56.0,0,1,65.6344,C,1,C,Mrs,2,0,1,True,False,False,4.19922096071412
1,2,female,25.0,0,1,26.0,S,0,Unknown,Mrs,2,0,1,False,False,True,3.295836866004329
0,3,male,33.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,3,female,22.0,0,0,10.5167,S,0,Unknown,Miss,1,1,1,False,False,True,2.4437981558973862
0,2,male,28.0,0,0,10.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.4423470353692043
0,3,male,25.0,0,0,7.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.0856720914304723
0,3,female,39.0,0,5,29.125,Q,0,Unknown,Mrs,6,0,1,False,True,False,3.405355391810819
0,2,male,27.0,0,0,13.0,S,0,Unknown,Other,1,1,0,False,False,True,2.6390573296152584
1,1,female,19.0,0,0,30.0,S,1,B,Miss,1,1,1,False,False,True,3.4339872044851463
0,3,female,21.5,1,2,23.45,S,0,Unknown,Miss,4,0,1,False,False,True,3.196630215920881
1,1,male,26.0,0,0,30.0,C,1,C,Mr,1,1,0,True,False,False,3.4339872044851463
0,3,male,32.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
